,name,affiliation,citations,hindex,year,lettergroup,gender,highered,institution,research,country,role,security,field,simplefield,fellows,amscit,Fields
1308,sun-yung alice chang,princeton university,,,1974,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,3119,FALSE
1309,maria chudnovsky,princeton university,,,2003,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1430,FALSE
1310,christopher connell,indiana university,,,1995,C Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1311,alain connes,college de france,,,1973,C Only,man,highered,international,moreri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1312,peter constantin,princeton university,17461,64,1980,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,5846,FALSE
1313,kevin corlette,university of chicago,,,1986,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,541,FALSE
1314,christopher croke,university of pennsylvania,,,1978,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,FALSE,880,FALSE
1315,carina curto,the pennsylvania state university,1004,14,2005,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,56,FALSE
1316,xianzhe dai,university of california santa barbara,,,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,463,FALSE
1317,percy deift,new york university,12813,53,1976,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,5110,FALSE
1318,laura demarco,northwestern university,,,2002,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,280,FALSE
1319,anna erschler,cnrs dmaens orsay,,,2001,C Only,woman,highered,international,moreri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1320,maria j esteban,cnrs,4178,,1987,C Only,woman,highered,international,moreri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1321,john ewing,math for america,,,1971,C Only,man,nothighered,,,,,,,,FALSE,,FALSE
1322,anna felikson,university of durham,,,2002,C Only,woman,highered,international,moreri,united kingdom,associate,moresecure,math,mathstat,FALSE,,FALSE
1323,hillel furstenberg,hebrew university of jerusalem,,,1958,C Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
1324,denis gaitsgory,harvard university,,,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1122,FALSE
1325,ross geoghegan,binghamton university,,,1970,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,654,FALSE
1326,pierre germain,new york university,1676,21,2005,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,741,FALSE
1327,alexander givental,university of california berkeley,,,1987,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1853,FALSE
1328,fan chung graham,university of california san diego,,,1974,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,4550,FALSE
1329,victor guillemin,massachusetts institute of technology,,,1962,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,5814,FALSE
1330,sinan gunturk,new york university,,,2000,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,266,FALSE
1331,qing han,university of notre dame,,,1993,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,710,FALSE
1332,helmut hofer,institute for advanced study,,,1981,C Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,TRUE,,FALSE
1333,elizabeth its,indiana university purdue university indianapolis,,,,C Only,woman,highered,domesticr2,lessri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1334,alexander its,indiana university purdue university indianapolis,,,1977,C Only,man,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,TRUE,,FALSE
1335,henryk iwaniec,rutgers university,,,1972,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,5210,FALSE
1336,david jerison,massachusetts institute of technology,,,1980,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,3290,FALSE
1337,vaughan f r jones,university of california berkeley,,,1979,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,3289,Yes
1338,ilya kapovitch,,2436,25,,C Only,man,highered,domesticother,lessri,,professor,moresecure,math,mathstat,TRUE,,FALSE
1339,michael kapovitch,university of california davis,3496,28,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1305,FALSE
1340,jerry kazdan,university of pennsylvania,,,1963,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,1058,FALSE
1341,david kazhdan,hebrew university of jerusalem,,,1969,C Only,man,highered,international,moreri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1342,olga kharlampovich,city university of new york,2097,21,1984,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,824,FALSE
1343,bruce kleiner,new york university,,,1990,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1719,FALSE
1344,robert kohn,new york university,17109,64,1979,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,5254,FALSE
1345,janos kollar,princeton university,19832,57,1983,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,5941,FALSE
1346,maxim kontsevich,institut des hautes etudes scientifiques,,,1991,C Only,man,highered,international,moreri,france,professor,moresecure,math,mathstat,FALSE,,FALSE
1347,irwin kra,stony brook university,7754,27,1966,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,1493,FALSE
1348,gregory lawler,university of chicago,,,1979,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,3002,FALSE
1349,h blaine lawson,stony brook university,,,1969,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,4390,FALSE
1350,claude lebrun,stony brook university,,,1980,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1804,FALSE
1351,francois ledrappier,university of notre dame,,,,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,FALSE,1724,FALSE
1352,camillo de lellis,institute for advanced study,,,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1761,FALSE
1353,fanghua lin,new york university,12177,59,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,6552,FALSE
1354,nati linial,hebrew university of jerusalem,14747,56,1978,C Only,man,highered,international,moreri,,professor,moresecure,comp,other ,TRUE,,FALSE
1355,zhiquin lu,university of california irvine,1560,20,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,502,FALSE
1356,george lusztig,massachusetts institute of technology,,,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,9303,FALSE
1357,jeremy macdonald,mcgill university,,,2013,C Only,man,highered,international,moreri,canada,ntt,lesssecure,math,mathstat,FALSE,,FALSE
1358,fedor malikov,university of southern california,,,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,356,FALSE
1359,eugenia malinnikova,stanford university,269,9,1999,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,116,FALSE
1360,sonja mapes,university of notre dame,,,2009,C Only,woman,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1361,peter may,university of chicago,,,1964,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,4507,FALSE
1362,barry mazur,harvard university,,,1959,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,4442,FALSE
1363,david mclaughlin,new york university,,,1971,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,940,FALSE
1364,michael mcquillen,university of rome tor vergata,,,,C Only,man,highered,international,moreri,italy,professor,moresecure,math,mathstat,FALSE,,FALSE
1365,marie louise michelson,stony brook university,,,,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1256,FALSE
1366,john millson,university of maryland,,,1973,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1295,FALSE
1367,vitali milman,tel aviv university,,,1965,C Only,man,highered,international,moreri,,professor,moresecure,math,mathstat,TRUE,,FALSE
1368,yair minsky,yale university,3890,30,1989,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1720,FALSE
1369,mahan mj,tata institute of fundamental research,889,16,,C Only,man,highered,international,moreri,india,professor,moresecure,math,mathstat,FALSE,,FALSE
1370,sophie morel,princeton university,,,2005,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,54,FALSE
1371,werner muller,university of bonn,,,1977,C Only,man,highered,international,moreri,germany,professor,moresecure,math,mathstat,FALSE,,FALSE
1372,aaron naber,northwestern university,,,2009,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,353,FALSE
1373,charles newman,new york university,,,1971,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,2284,FALSE
1374,hee oh,yale university,1485,,1997,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,671,FALSE
1375,jean pierre otal,universite paul sabatier,,,1989,C Only,man,highered,international,moreri,france,professor,moresecure,math,mathstat,FALSE,,FALSE
1376,janos pach,new york university,15026,54,1981,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,3481,FALSE
1377,dimitri panov,kings college london,,,,C Only,man,highered,international,moreri,united kingdom,professor,moresecure,math,mathstat,FALSE,,FALSE
1378,raman parimala,emory university,,,,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,693,FALSE
1379,kirsi peltonen,aalto university,681,14,1992,C Only,woman,highered,international,moreri,finland,ntt,lesssecure,math,mathstat,FALSE,,FALSE
1380,robert penner,university of southern california,,,1981,C Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,FALSE,,FALSE
1381,stefanie petermichl,university of toulouse,,,,C Only,woman,highered,international,moreri,france,professor,moresecure,math,mathstat,FALSE,,FALSE
1382,anthony phillips,stony brook university,,,1966,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,FALSE,96,FALSE
1383,leonid polterovich,tel aviv university,,,1990,C Only,man,highered,international,moreri,israel,professor,moresecure,math,mathstat,FALSE,,FALSE
1384,mihnea popa,northwestern university,1889,24,2001,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,645,FALSE
1385,cheryl praeger,university of western australia,8041,44,1973,C Only,woman,highered,international,moreri,australia,retired,moresecure,math,mathstat,TRUE,,FALSE
1386,laure saint raymond,ecole normal superieure de lyon,,,2000,C Only,woman,highered,international,moreri,france,professor,moresecure,math,mathstat,FALSE,,FALSE
1387,alexander razborov,university of chicago,,,1987,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1505,Yes
1388,vladimir rokhlin,yale university,25803,57,1983,C Only,man,highered,domesticr1,moreri,,professor,moresecure,comp,other ,FALSE,,FALSE
1389,xiaochun rong,rutgers university,,,1990,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,350,FALSE
1390,regina rotman,university of toronto,,,1998,C Only,woman,highered,international,moreri,canada,professor,moresecure,math,mathstat,FALSE,,FALSE
1391,hyam rubinstein,university of melbourne,3412,32,1974,C Only,man,highered,international,moreri,australia,professor,moresecure,math,mathstat,TRUE,,FALSE
1392,peter sarnak,princeton university,,,1980,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,5456,FALSE
1393,richard schoen,stanford,,,1977,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,6811,FALSE
1394,sylvia serfaty,new york university,3554,33,1999,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1774,FALSE
1395,natasa sesum,rutgers university,,,2004,C Only,woman,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,TRUE,,FALSE
1396,peter shalen,university of illinois at chicago,,,1972,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,2036,FALSE
1397,jalal shatah,new york university,6753,31,1983,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,3211,FALSE
1398,steve shkoller,university of california davis,4039,31,1995,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1602,FALSE
1399,alexandra shlapentokh,east carolina university,880,18,1988,C Only,woman,highered,domesticr2,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1400,carol shubin,california state university northridge,415,8,1989,C Only,woman,highered,domesticother,lessri,,professor,moresecure,math,mathstat,FALSE,,FALSE
1401,thomas spencer,institute for advanced study,,,1968,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,1353,FALSE
1402,daniel stein,new york university,9943,50,1979,C Only,man,highered,domesticr1,moreri,,professor,moresecure,other,other ,FALSE,,FALSE
1403,jeffrey streets,university of california irvine,,,2007,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,330,FALSE
1404,daniel stroock,massachusetts institute of technology,,,1967,C Only,man,highered,domesticr1,moreri,,retired,moresecure,math,mathstat,TRUE,5102,FALSE
1405,catherine sulem,university of toronto,,,1979,C Only,woman,highered,international,moreri,canada,professor,moresecure,math,mathstat,TRUE,,FALSE
1406,tatiana suslina,st petersburg state university,,,1987,C Only,woman,highered,international,moreri,russia,professor,moresecure,other,other ,FALSE,,FALSE
1407,gabor szekelyhidi,notre dame,1273,22,2006,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,522,FALSE
1408,leon takhtajan,stony brook university,,,1975,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1923,FALSE
1409,michael taylor,university of north carolina,,,1970,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,5805,FALSE
1410,chuu lian terng,university of california irvine,,,1976,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1158,FALSE
1411,susanna terracini,universita di torino,4066,33,1990,C Only,woman,highered,international,moreri,italy,professor,moresecure,math,mathstat,FALSE,,FALSE
1412,craig tracy,university of california davis,8660,41,1973,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,2134,FALSE
1413,yuri tschinkel,new york university,,,1992,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,1301,FALSE
1414,srsrinivsa varadhan,new york university,,,,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,4875,FALSE
1415,vlad vicol,new york university,1889,26,2010,C Only,man,highered,domesticr1,moreri,,associate,moresecure,math,mathstat,FALSE,,FALSE
1416,dan virgil voiculescu,university of california berkeley,,,1977,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,4540,FALSE
1417,wei min wang,nyu shanghai,,,1992,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,FALSE,432,FALSE
1418,simone warzel,technical university of munich,1464,21,2001,C Only,woman,highered,international,moreri,germany,professor,moresecure,math,mathstat,FALSE,,FALSE
1419,guofang wei,university of california santa barbara,1387,18,1989,C Only,woman,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,698,FALSE
1420,paul yang,princeton university,,,1973,C Only,man,highered,domesticr1,moreri,,professor,moresecure,math,mathstat,TRUE,2456,FALSE
